"SAMPLE.ID","LAB.ID.x","METHOD","CAS.NUMBER","ANALYTE","RESULT","UNITS","DILUTION","RESULT.REPORTED.TO","MDL","RL","REPORT.BASIS","PERCENT.MOISTURE","PERCENT.SOLID","non.detect","duplicate","location.name","treatment.name","method.name","event.type","LAB.ID.y","MATRIX","COLLECTED","RECEIVED","HOLD","flag"
"AVCT2-07-OTLC-1-D","HS22090500-21","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-21","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-1-D","HS22090500-21","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.058,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-21","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-2-D","HS22090500-22","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",4.1,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-22","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-3-D","HS22090500-23","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",2.9,"mg/L",5,"RL",0.1,0.25,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-23","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OTLC-5-D","HS22090500-24","E200.8 - 200.8","7782-49-2","Selenium",12.6,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","Low-Cost Sampler","Outflow","-24","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",1.02,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.985,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1","HS22090500-25","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-25","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-2","HS22090500-26","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.96,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-26","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-3","HS22090500-27","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.34,"mg/L",5,"RL",0.1,0.25,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-27","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-5","HS22090500-28","E200.8 - 200.8","7782-49-2","Selenium",8.93,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-28","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",1.04,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-1-D","HS22090500-29","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.058,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-29","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-2-D","HS22090500-30","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.77,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-30","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-3-D","HS22090500-31","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",1.94,"mg/L",5,"RL",0.1,0.25,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-31","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT2-07-OT-5-D","HS22090500-32","E200.8 - 200.8","7782-49-2","Selenium",9.72,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-32","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0.986,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.948,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1","HS22090500-33","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-33","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-2","HS22090500-34","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.2,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-34","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-3","HS22090500-35","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.454,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-35","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-5","HS22090500-36","E200.8 - 200.8","7782-49-2","Selenium",9.61,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-36","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0.961,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.924,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-1-D","HS22090500-37","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-37","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-2-D","HS22090500-38","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.1,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-38","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-3-D","HS22090500-39","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.428,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-39","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AVCT1-07-OTLC-5-D","HS22090500-40","E200.8 - 200.8","7782-49-2","Selenium",11.6,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT1","Low-Cost Sampler","Outflow","-40","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","E300 - 300_W","ARC-NO3NO2N","Nitrate/Nitrite (as N)",1.25,"mg/L",1,"RL",0.03,0.2,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",1.22,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AV-G4-IN-01","HS22090500-41","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-41","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AV-G4-IN-02","HS22090500-42","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.87,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-42","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AV-G4-IN-03","HS22090500-43","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.302,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-43","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"AV-G4-IN-05","HS22090500-44","E200.8 - 200.8","7782-49-2","Selenium",10.6,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,"Grab Sample","Inflow","-44","Water","09 Sep 2022 12:00","10 Sep 2022 08:50","No",NA
"HOL-G6-CON-1","HS22090698-01","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",6.14,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"Big Hollow","Confluenc","Grab Sample","Point Sample","-01","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-CON-1","HS22090698-01","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.318,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"Big Hollow","Confluenc","Grab Sample","Point Sample","-01","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-CON-2","HS22090698-02","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,TRUE,FALSE,"Big Hollow","Confluenc","Grab Sample","Point Sample","-02","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-CON-3","HS22090698-03","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.369,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"Big Hollow","Confluenc","Grab Sample","Point Sample","-03","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-CON-5","HS22090698-04","E200.8 - 200.8","7782-49-2","Selenium",5.34,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"Big Hollow","Confluenc","Grab Sample","Point Sample","-04","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-CON-8","HS22090698-05","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",5.99,"mg/L",10,"RL",0.3,2,NA,NA,NA,FALSE,FALSE,"Big Hollow","Confluenc","Grab Sample","Point Sample","-05","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-DOWN-1","HS22090698-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.197,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"Big Hollow","Downstream of Bridg","Grab Sample","Point Sample","-06","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-DOWN-1","HS22090698-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.1,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"Big Hollow","Downstream of Bridg","Grab Sample","Point Sample","-06","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-DOWN-2","HS22090698-07","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.65,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"Big Hollow","Downstream of Bridg","Grab Sample","Point Sample","-07","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-DOWN-3","HS22090698-08","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.125,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"Big Hollow","Downstream of Bridg","Grab Sample","Point Sample","-08","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-DOWN-5","HS22090698-09","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,TRUE,"Big Hollow","Downstream of Bridg","Grab Sample","Point Sample","-09","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-DOWN-8","HS22090698-10","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,TRUE,"Big Hollow","Downstream of Bridg","Grab Sample","Point Sample","-10","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-UP-1","HS22090698-11","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.119,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"Big Hollow","Upstream of Bridg","Grab Sample","Point Sample","-11","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-UP-1","HS22090698-11","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"Big Hollow","Upstream of Bridg","Grab Sample","Point Sample","-11","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-UP-2","HS22090698-12","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.69,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"Big Hollow","Upstream of Bridg","Grab Sample","Point Sample","-12","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-UP-3","HS22090698-13","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.096,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"Big Hollow","Upstream of Bridg","Grab Sample","Point Sample","-13","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-UP-5","HS22090698-14","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,FALSE,"Big Hollow","Upstream of Bridg","Grab Sample","Point Sample","-14","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-UP-8","HS22090698-15","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,FALSE,"Big Hollow","Upstream of Bridg","Grab Sample","Point Sample","-15","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-MID-1","HS22090698-16","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,FALSE,"Big Hollow","Middle at Bridg","Grab Sample","Point Sample","-16","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-MID-1","HS22090698-16","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"Big Hollow","Middle at Bridg","Grab Sample","Point Sample","-16","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-MID-2","HS22090698-17","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0.94,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"Big Hollow","Middle at Bridg","Grab Sample","Point Sample","-17","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-MID-3","HS22090698-18","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.138,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"Big Hollow","Middle at Bridg","Grab Sample","Point Sample","-18","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-MID-5","HS22090698-19","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,FALSE,"Big Hollow","Middle at Bridg","Grab Sample","Point Sample","-19","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"HOL-G6-MID-8","HS22090698-20","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,FALSE,"Big Hollow","Middle at Bridg","Grab Sample","Point Sample","-20","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZE-1","HS22090699-01","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",5.9,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"Berthoud","Piezometer Eas","Grab Sample","Point Sample","-01","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
