"SAMPLE.ID","LAB.ID.x","METHOD","CAS.NUMBER","ANALYTE","RESULT","UNITS","DILUTION","RESULT.REPORTED.TO","MDL","RL","REPORT.BASIS","PERCENT.MOISTURE","PERCENT.SOLID","non.detect","duplicate","location.name","treatment.name","method.name","event.type","LAB.ID.y","MATRIX","COLLECTED","RECEIVED","HOLD","flag"
"BT-G6-PZE-1","HS22090699-01","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","Piezometer Eas","Grab Sample","Point Sample","-01","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZE-2","HS22090699-02","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,TRUE,FALSE,"Berthoud","Piezometer Eas","Grab Sample","Point Sample","-02","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZE-3","HS22090699-03","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","Piezometer Eas","Grab Sample","Point Sample","-03","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZE-5","HS22090699-04","E200.8 - 200.8","7782-49-2","Selenium",27.3,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"Berthoud","Piezometer Eas","Grab Sample","Point Sample","-04","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZE-8","HS22090699-05","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",5.84,"mg/L",10,"RL",0.3,2,NA,NA,NA,FALSE,FALSE,"Berthoud","Piezometer Eas","Grab Sample","Point Sample","-05","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZW-1","HS22090699-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",2.91,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"Berthoud","Piezometer Wes","Grab Sample","Point Sample","-06","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZW-1","HS22090699-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","Piezometer Wes","Grab Sample","Point Sample","-06","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZW-2","HS22090699-07","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",10,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"Berthoud","Piezometer Wes","Grab Sample","Point Sample","-07","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZW-3","HS22090699-08","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","Piezometer Wes","Grab Sample","Point Sample","-08","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZW-5","HS22090699-09","E200.8 - 200.8","7782-49-2","Selenium",14.2,"µg/L",1,"RL",0.86,2,NA,NA,NA,FALSE,FALSE,"Berthoud","Piezometer Wes","Grab Sample","Point Sample","-09","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-PZW-8","HS22090699-10","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",2.82,"mg/L",10,"RL",0.3,2,NA,NA,NA,FALSE,FALSE,"Berthoud","Piezometer Wes","Grab Sample","Point Sample","-10","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-1","HS22090699-11","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-11","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-1","HS22090699-11","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-11","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-2","HS22090699-12","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-12","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-3","HS22090699-13","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-13","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-5","HS22090699-14","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-14","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-8","HS22090699-15","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-15","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-1","HS22090699-16","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-16","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-1","HS22090699-16","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-16","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-2","HS22090699-17","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-17","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-3","HS22090699-18","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-18","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-5","HS22090699-19","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-19","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-8","HS22090699-20","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,FALSE,"Berthoud","River ","Grab Sample","Point Sample","-20","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-1-D","HS22090699-21","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-21","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-1-D","HS22090699-21","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-21","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-2-D","HS22090699-22","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-22","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-3-D","HS22090699-23","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-23","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-5-D","HS22090699-24","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-24","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVA-8-D","HS22090699-25","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-25","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-1-D","HS22090699-26","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-26","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-1-D","HS22090699-26","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-26","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-2-D","HS22090699-27","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-27","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-3-D","HS22090699-28","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-28","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-5-D","HS22090699-29","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-29","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVB-8-D","HS22090699-30","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,TRUE,"Berthoud","River ","Grab Sample","Point Sample","-30","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-1-D","HS22090699-31","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,TRUE,"Berthoud","River Middl","Grab Sample","Point Sample","-31","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-1-D","HS22090699-31","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,TRUE,"Berthoud","River Middl","Grab Sample","Point Sample","-31","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-2-D","HS22090699-32","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",0,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,TRUE,TRUE,"Berthoud","River Middl","Grab Sample","Point Sample","-32","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-3-D","HS22090699-33","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,TRUE,"Berthoud","River Middl","Grab Sample","Point Sample","-33","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-5-D","HS22090699-34","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,TRUE,"Berthoud","River Middl","Grab Sample","Point Sample","-34","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-8-D","HS22090699-35","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,TRUE,"Berthoud","River Middl","Grab Sample","Point Sample","-35","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-1","HS22090699-36","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,TRUE,FALSE,"Berthoud","River Middl","Grab Sample","Point Sample","-36","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-1","HS22090699-36","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","River Middl","Grab Sample","Point Sample","-36","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-2","HS22090699-37","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",1.2,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"Berthoud","River Middl","Grab Sample","Point Sample","-37","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-3","HS22090699-38","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,TRUE,FALSE,"Berthoud","River Middl","Grab Sample","Point Sample","-38","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-5","HS22090699-39","E200.8 - 200.8","7782-49-2","Selenium",0,"µg/L",1,"RL",0.86,2,NA,NA,NA,TRUE,FALSE,"Berthoud","River Middl","Grab Sample","Point Sample","-39","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"BT-G6-RVMID-8","HS22090699-40","E300 - 300_W_NItrate/Nitrite","ARC-NO3NO2N","Nitrate/Nitrite (as N)",0,"mg/L",10,"RL",0.3,2,NA,NA,NA,TRUE,FALSE,"Berthoud","River Middl","Grab Sample","Point Sample","-40","Water","13 Sep 2022 13:00","15 Sep 2022 09:05","No",NA
"UYM-03-INLC-1","2207037-1","EPA300.0 [300Nitrate]_W","14797-55-8","NITRATE AS N",0,"MG/L",1,"PRL",0.19,0.2,"As Received",NA,NA,TRUE,FALSE,"Yampa",NA,"Low-Cost Sampler","Inflow","-1","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1","2207037-1","EPA300.0 [300Nitrite]_W","14797-65-0","NITRITE AS N",0.8,"MG/L",1,"PRL",0.11,0.15,"As Received",NA,NA,FALSE,FALSE,"Yampa",NA,"Low-Cost Sampler","Inflow","-1","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1","2207037-1","EPA300.0 [300OPHOS]_W","14265-44-2","ORTHOPHOSPHATE AS P",0,"MG/L",1,"PRL",0.34,0.75,"As Received",NA,NA,TRUE,FALSE,"Yampa",NA,"Low-Cost Sampler","Inflow","-1","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1","2207037-1","EPA200.8 [SE200.8]_W","7782-49-2","SELENIUM",0,"UG/L",10,"PRL",NA,1.5,"As Received",NA,NA,TRUE,FALSE,"Yampa",NA,"Low-Cost Sampler","Inflow","-1","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1","2207037-1","EPA365.2 [365.2TPHOS]_W","7723-14-0","TOTAL PHOSPHORUS",0.16,"MG/L",1,"PRL",0.033,0.05,"As Received",NA,NA,FALSE,FALSE,"Yampa",NA,"Low-Cost Sampler","Inflow","-1","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1-D","2207037-2","EPA300.0 [300Nitrate]_W","14797-55-8","NITRATE AS N",0,"MG/L",1,"PRL",0.19,0.2,"As Received",NA,NA,TRUE,TRUE,"Yampa",NA,"Low-Cost Sampler","Inflow","-2","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1-D","2207037-2","EPA300.0 [300Nitrite]_W","14797-65-0","NITRITE AS N",0.88,"MG/L",1,"PRL",0.11,0.15,"As Received",NA,NA,FALSE,TRUE,"Yampa",NA,"Low-Cost Sampler","Inflow","-2","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1-D","2207037-2","EPA300.0 [300OPHOS]_W","14265-44-2","ORTHOPHOSPHATE AS P",0,"MG/L",1,"PRL",0.34,0.75,"As Received",NA,NA,TRUE,TRUE,"Yampa",NA,"Low-Cost Sampler","Inflow","-2","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1-D","2207037-2","EPA200.8 [SE200.8]_W","7782-49-2","SELENIUM",0,"UG/L",10,"PRL",NA,1.5,"As Received",NA,NA,TRUE,TRUE,"Yampa",NA,"Low-Cost Sampler","Inflow","-2","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-INLC-1-D","2207037-2","EPA365.2 [365.2TPHOS]_W","7723-14-0","TOTAL PHOSPHORUS",0.19,"MG/L",1,"PRL",0.033,0.05,"As Received",NA,NA,FALSE,TRUE,"Yampa",NA,"Low-Cost Sampler","Inflow","-2","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1","2207037-3","EPA300.0 [300Nitrate]_W","14797-55-8","NITRATE AS N",0,"MG/L",1,"PRL",0.19,0.2,"As Received",NA,NA,TRUE,FALSE,"Yampa",NA,"ISCO","Outflow","-3","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1","2207037-3","EPA300.0 [300Nitrite]_W","14797-65-0","NITRITE AS N",1.3,"MG/L",1,"PRL",0.11,0.15,"As Received",NA,NA,FALSE,FALSE,"Yampa",NA,"ISCO","Outflow","-3","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1","2207037-3","EPA300.0 [300OPHOS]_W","14265-44-2","ORTHOPHOSPHATE AS P",0,"MG/L",1,"PRL",0.34,0.75,"As Received",NA,NA,TRUE,FALSE,"Yampa",NA,"ISCO","Outflow","-3","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1","2207037-3","EPA200.8 [SE200.8]_W","7782-49-2","SELENIUM",0,"UG/L",10,"PRL",NA,1.5,"As Received",NA,NA,TRUE,FALSE,"Yampa",NA,"ISCO","Outflow","-3","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1","2207037-3","EPA365.2 [365.2TPHOS]_W","7723-14-0","TOTAL PHOSPHORUS",0,"MG/L",1,"PRL",0.033,0.05,"As Received",NA,NA,TRUE,FALSE,"Yampa",NA,"ISCO","Outflow","-3","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1-D","2207037-4","EPA300.0 [300Nitrate]_W","14797-55-8","NITRATE AS N",0,"MG/L",1,"PRL",0.19,0.2,"As Received",NA,NA,TRUE,TRUE,"Yampa",NA,"ISCO","Outflow","-4","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1-D","2207037-4","EPA300.0 [300Nitrite]_W","14797-65-0","NITRITE AS N",1.3,"MG/L",1,"PRL",0.11,0.15,"As Received",NA,NA,FALSE,TRUE,"Yampa",NA,"ISCO","Outflow","-4","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1-D","2207037-4","EPA300.0 [300OPHOS]_W","14265-44-2","ORTHOPHOSPHATE AS P",0,"MG/L",1,"PRL",0.34,0.75,"As Received",NA,NA,TRUE,TRUE,"Yampa",NA,"ISCO","Outflow","-4","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1-D","2207037-4","EPA200.8 [SE200.8]_W","7782-49-2","SELENIUM",0,"UG/L",10,"PRL",NA,1.5,"As Received",NA,NA,TRUE,TRUE,"Yampa",NA,"ISCO","Outflow","-4","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
"UYM-03-OT-1-D","2207037-4","EPA365.2 [365.2TPHOS]_W","7723-14-0","TOTAL PHOSPHORUS",0,"MG/L",1,"PRL",0.033,0.05,"As Received",NA,NA,TRUE,TRUE,"Yampa",NA,"ISCO","Outflow","-4","WATER","30 Jun 22 09:00","01 Jul 22 14:30","No",NA
